id	country	rule	tail	manufacturer	designation	site_country
15229	GB	RAF two-letter serial	XM172	English Electric	Lightning F.1A	United Kingdom
15364	GB	RAF two-letter serial	XM169	English Electric	Lightning F.1A	United Kingdom
16331	GB	RAF two-letter serial	XM192	English Electric	Lightning F.1A	United Kingdom
14335	GB	RAF two-letter serial	XN728	English Electric	Lightning F.2A	United Kingdom
14369	GB	RAF two-letter serial	XN726	English Electric	Lightning F.2A	United Kingdom
15577	GB	RAF two-letter serial	XN776	English Electric	Lightning F.2A	United Kingdom
15658	GB	RAF two-letter serial	XN795	English Electric	Lightning F.2A	United Kingdom
17082	GB	RAF two-letter serial	XN730	English Electric	Lightning F.2A	Germany
17296	GB	RAF two-letter serial	XN782	English Electric	Lightning F.2A	Germany
17297	GB	RAF two-letter serial	ZF585	English Electric	Lightning F.2A	Germany
14492	GB	RAF two-letter serial	XR713	English Electric	Lightning F.3	United Kingdom
14493	GB	RAF two-letter serial	XP703	English Electric	Lightning F.3	United Kingdom
15237	GB	RAF two-letter serial	XP745	English Electric	Lightning F.3	United Kingdom
15637	GB	RAF two-letter serial	XP743	English Electric	Lightning F.3	United Kingdom
15954	GB	RAF two-letter serial	XP701	English Electric	Lightning F.3	United Kingdom
16230	GB	RAF two-letter serial	XP706	English Electric	Lightning F.3	United Kingdom
14170	GB	RAF two-letter serial	ZF588	English Electric	Lightning F.53	United Kingdom
14300	GB	RAF two-letter serial	ZF581	English Electric	Lightning F.53	United Kingdom
14328	GB	RAF two-letter serial	ZF580	English Electric	Lightning F.53	United Kingdom
14418	GB	RAF two-letter serial	ZF582	English Electric	Lightning F.53	United Kingdom
14495	GB	RAF two-letter serial	ZF590	English Electric	Lightning F.53	United Kingdom
14537	GB	RAF two-letter serial	ZF592	English Electric	Lightning F.53	United Kingdom
14729	GB	RAF two-letter serial	ZF584	English Electric	Lightning F.53	United Kingdom
14974	GB	RAF two-letter serial	ZF579	English Electric	Lightning F.53	United Kingdom
14975	GB	RAF two-letter serial	ZF589	English Electric	Lightning F.53	United Kingdom
15426	GB	RAF two-letter serial	ZF594	English Electric	Lightning F.53	United Kingdom
16097	GB	RAF two-letter serial	ZF583	English Electric	Lightning F.53	United Kingdom
16318	GB	RAF two-letter serial	ZF578	English Electric	Lightning F.53	United Kingdom
10121	GB	RAF two-letter serial	XR773	English Electric	Lightning F.6	South Africa
14149	GB	RAF two-letter serial	XR747	English Electric	Lightning F.6	United Kingdom
14326	GB	RAF two-letter serial	XR724	English Electric	Lightning F.6	United Kingdom
14327	GB	RAF two-letter serial	XS897	English Electric	Lightning F.6	United Kingdom
14329	GB	RAF two-letter serial	XP693	English Electric	Lightning F.6	United Kingdom
14333	GB	RAF two-letter serial	XR757	English Electric	Lightning F.6	United Kingdom
14334	GB	RAF two-letter serial	XS933	English Electric	Lightning F.6	United Kingdom
14339	GB	RAF two-letter serial	XR725	English Electric	Lightning F.6	United Kingdom
14490	GB	RAF two-letter serial	XR728	English Electric	Lightning F.6	United Kingdom
14491	GB	RAF two-letter serial	XS904	English Electric	Lightning F.6	United Kingdom
14567	GB	RAF two-letter serial	XR753	English Electric	Lightning F.6	United Kingdom
15231	GB	RAF two-letter serial	XS922	English Electric	Lightning F.6	United Kingdom
15238	GB	RAF two-letter serial	XS936	English Electric	Lightning F.6	United Kingdom
15266	GB	RAF two-letter serial	XR771	English Electric	Lightning F.6	United Kingdom
15689	GB	RAF two-letter serial	XR770	English Electric	Lightning F.6	United Kingdom
15741	GB	RAF two-letter serial	XS925	English Electric	Lightning F.6	United Kingdom
16429	GB	RAF two-letter serial	XS928	English Electric	Lightning F.6	United Kingdom
16487	GB	RAF two-letter serial	XS903	English Electric	Lightning F.6	United Kingdom
19273	GB	RAF two-letter serial	XS929	English Electric	Lightning F.6	Cyprus
15334	GB	RAF two-letter serial	XL629	English Electric	Lightning T.4	United Kingdom
14330	GB	RAF two-letter serial	XS416	English Electric	Lightning T.5	United Kingdom
14331	GB	RAF two-letter serial	XS459	English Electric	Lightning T.5	United Kingdom
14332	GB	RAF two-letter serial	XS457	English Electric	Lightning T.5	United Kingdom
14494	GB	RAF two-letter serial	XV328	English Electric	Lightning T.5	United Kingdom
14668	GB	RAF two-letter serial	XS458	English Electric	Lightning T.5	United Kingdom
14842	GB	RAF two-letter serial	XS420	English Electric	Lightning T.5	United Kingdom
15472	GB	RAF two-letter serial	XS417	English Electric	Lightning T.5	United Kingdom
16061	GB	RAF two-letter serial	XS456	English Electric	Lightning T.5	United Kingdom
16264	GB	RAF two-letter serial	XS421	English Electric	Lightning T.5	United Kingdom
14336	GB	RAF two-letter serial	ZF595	English Electric	Lightning T.55	United Kingdom
15233	GB	RAF two-letter serial	ZF596	English Electric	Lightning T.55	United Kingdom
15267	GB	RAF two-letter serial	ZF598	English Electric	Lightning T.55	United Kingdom
7678	US	N-number	N15YY	PZL-Mielec	Lim-2	United States
23997	US	N-number	N302LA	WSK	Lim-2	United States
15840	GB	RAF two-letter serial	RF398	Avro	Lincoln B.2	United Kingdom
21768	AU	RAAF A-series serial	A73-27	Government Aircraft Factories	Lincoln B.30A	Australia
6803	US	N-number	N53613	Laister-Kauffman	LK-10A	United States
9707	US	N-number	N56588	Laister-Kauffman	LK-10A	United States
24508	US	N-number	N54191	Laister-Kauffman	LK-10A	United States
18791	FR	F- registration	F-PEZI	Lacroix	LNB-12	France
5895	US	N-number	N953M	Heath	LNB-4	United States
24549	US	N-number	N53275	Schweizer	LNS-1	United States
17440	DE	D- registration	D-MELL	Vogt	Lo 120S	Germany
21692	AU	VH- registration	VH-GUC	Vogt	Lo 150	Australia
23184	FI	OH- registration	OH-SIR	Lockheed	Lodestar C-60A	Norway
15434	GB	G- registration	G-MBDL	AES	Lone Ranger	United Kingdom
8356	US	N-number	N422N	Rutan	Long-EZ	United States
10448	US	N-number	N930AL	Lane Community College	Longster	United States
10540	US	N-number	N10115	Long	Longster III	United States
24506	US	N-number	N3MH	Laister	LP-15	United States
7664	US	N-number	N418V	Lincoln-Page	LP-3	United States
6802	US	N-number	N46LP	Laister	LP-46	United States
18789	FR	F- registration	F-WYRY	Labit	LR	France
15096	GB	RAF two-letter serial	ZE477	Westland	Lynx-3	United Kingdom
5298	GB	RAF two-letter serial	XX384	Westland	Lynx AH.1	United States
14255	GB	RAF two-letter serial	XX153	Westland	Lynx AH.1	United Kingdom
15094	GB	G- registration	G-LYNX	Westland	Lynx AH.1	United Kingdom
16377	GB	RAF two-letter serial	XZ666	Westland	Lynx AH.1	United Kingdom
5299	GB	RAF two-letter serial	XZ185	Westland	Lynx AH.7	United States
14159	GB	RAF two-letter serial	XZ184	Westland	Lynx AH.7	United Kingdom
14216	GB	RAF two-letter serial	XZ205	Westland	Lynx AH.7	United Kingdom
14256	GB	RAF two-letter serial	XZ675	Westland	Lynx AH.7	United Kingdom
14278	GB	RAF two-letter serial	XZ211	Westland	Lynx AH.7	United Kingdom
14346	GB	RAF two-letter serial	XZ655	Westland	Lynx AH.7	United Kingdom
14461	GB	RAF two-letter serial	ZE381	Westland	Lynx AH.7	United Kingdom
14571	GB	RAF two-letter serial	ZD284	Westland	Lynx AH.7	United Kingdom
14671	GB	RAF two-letter serial	XZ668	Westland	Lynx AH.7	United Kingdom
14721	GB	RAF two-letter serial	XZ612	Westland	Lynx AH.7	United Kingdom
14722	GB	RAF two-letter serial	XZ606	Westland	Lynx AH.7	United Kingdom
14823	GB	RAF two-letter serial	XZ194	Westland	Lynx AH.7	United Kingdom
14848	GB	RAF two-letter serial	ZD280	Westland	Lynx AH.7	United Kingdom
14942	GB	RAF two-letter serial	XZ617	Westland	Lynx AH.7	United Kingdom
14957	GB	RAF two-letter serial	XZ613	Westland	Lynx AH.7	United Kingdom
14960	GB	RAF two-letter serial	ZE379	Westland	Lynx AH.7	United Kingdom
15107	GB	RAF two-letter serial	XZ649	Westland	Lynx AH.7	United Kingdom
15132	GB	RAF two-letter serial	XZ616	Westland	Lynx AH.7	United Kingdom
15213	GB	RAF two-letter serial	XZ193	Westland	Lynx AH.7	United Kingdom
15214	GB	RAF two-letter serial	ZD278	Westland	Lynx AH.7	United Kingdom
15236	GB	RAF two-letter serial	ZD560	Westland	Lynx AH.7	United Kingdom
15246	GB	RAF two-letter serial	XZ680	Westland	Lynx AH.7	United Kingdom
15327	GB	RAF two-letter serial	ZD276	Westland	Lynx AH.7	United Kingdom
15651	GB	RAF two-letter serial	XZ643	Westland	Lynx AH.7	United Kingdom
15933	GB	RAF two-letter serial	XZ173	Westland	Lynx AH.7	United Kingdom
15934	GB	RAF two-letter serial	XZ673	Westland	Lynx AH.7	United Kingdom
15935	GB	RAF two-letter serial	XZ676	Westland	Lynx AH.7	United Kingdom
15945	GB	RAF two-letter serial	XZ670	Westland	Lynx AH.7	United Kingdom
15956	GB	RAF two-letter serial	XZ172	Westland	Lynx AH.7	United Kingdom
16060	GB	RAF two-letter serial	XZ195	Westland	Lynx AH.7	United Kingdom
16143	GB	RAF two-letter serial	XZ191	Westland	Lynx AH.7	United Kingdom
16433	GB	RAF two-letter serial	XZ605	Westland	Lynx AH.7	United Kingdom
16445	GB	RAF two-letter serial	XZ175	Westland	Lynx AH.7	United Kingdom
17050	GB	RAF two-letter serial	ZD277	Westland	Lynx AH.7	Germany
17383	GB	RAF two-letter serial	XZ221	Westland	Lynx AH.7	Germany
14161	GB	RAF two-letter serial	ZG917	Westland	Lynx AH.9A	United Kingdom
14229	GB	RAF two-letter serial	ZG887	Westland	Lynx AH.9A	United Kingdom
14345	GB	RAF two-letter serial	ZG923	Westland	Lynx AH.9A	United Kingdom
15212	GB	RAF two-letter serial	ZF539	Westland	Lynx AH.9A	United Kingdom
15383	GB	RAF two-letter serial	ZG921	Westland	Lynx AH.9A	United Kingdom
15957	GB	RAF two-letter serial	ZG884	Westland	Lynx AH.9A	United Kingdom
16000	GB	RAF two-letter serial	ZE376	Westland	Lynx AH.9A	United Kingdom
16427	GB	RAF two-letter serial	ZG914	Westland	Lynx AH.9A	United Kingdom
16434	GB	RAF two-letter serial	ZG920	Westland	Lynx AH.9A	United Kingdom
14847	GB	RAF two-letter serial	XZ166	Westland	Lynx HAS.2	United Kingdom
14865	GB	RAF two-letter serial	XZ699	Westland	Lynx HAS.2	United Kingdom
15095	GB	RAF two-letter serial	XX910	Westland	Lynx HAS.2	United Kingdom
14905	GB	RAF two-letter serial	XZ720	Westland	Lynx HAS.3	United Kingdom
14196	GB	RAF two-letter serial	XZ721	Westland	Lynx HAS.3GMS	United Kingdom
14279	GB	RAF two-letter serial	ZD255	Westland	Lynx HAS.3GMS	United Kingdom
14275	GB	RAF two-letter serial	XZ727	Westland	Lynx HAS.3S	United Kingdom
14280	GB	RAF two-letter serial	ZD263	Westland	Lynx HAS.3S	United Kingdom
14427	GB	RAF two-letter serial	XZ237	Westland	Lynx HAS.3S	United Kingdom
14428	GB	RAF two-letter serial	XZ235	Westland	Lynx HAS.3S	United Kingdom
14429	GB	RAF two-letter serial	XZ693	Westland	Lynx HAS.3S	United Kingdom
15245	GB	RAF two-letter serial	XZ250	Westland	Lynx HAS.3S	United Kingdom
16481	GB	RAF two-letter serial	XZ233	Westland	Lynx HAS.3S	United Kingdom
14414	GB	RAF two-letter serial	XZ238	Westland	Lynx HAS.3S(ICE)	United Kingdom
16251	GB	RAF two-letter serial	XZ246	Westland	Lynx HAS3S(ICE)	United Kingdom
5300	GB	RAF two-letter serial	XZ722	Westland	Lynx HMA.8	United States
14943	GB	RAF two-letter serial	XZ691	Westland	Lynx HMA.8	United Kingdom
15136	GB	RAF two-letter serial	XZ692	Westland	Lynx HMA.8	United Kingdom
15946	GB	RAF two-letter serial	XZ728	Westland	Lynx HMA.8	United Kingdom
14343	GB	RAF two-letter serial	ZD258	Westland	Lynx HMA.8SRU	United Kingdom
14417	GB	RAF two-letter serial	ZF560	Westland	Lynx HMA.8SRU	United Kingdom
14725	GB	RAF two-letter serial	XZ697	Westland	Lynx HMA.8SRU	United Kingdom
15134	GB	RAF two-letter serial	ZD252	Westland	Lynx HMA.8SRU	United Kingdom
15542	GB	RAF two-letter serial	XZ698	Westland	Lynx HMA.8SRU	United Kingdom
15655	GB	RAF two-letter serial	ZD565	Westland	Lynx HMA.8SRU	United Kingdom
16330	GB	RAF two-letter serial	XZ723	Westland	Lynx HMA.8SRU	United Kingdom
17638	DE	Bundeswehr NN+NN	83+01	Westland	Lynx Mk 88	Germany
17639	DE	Bundeswehr NN+NN	83+07	Westland	Lynx Mk 88	Germany
6256	GB	RAF pre-war single-letter serial	V9673	Westland	Lysander III	United Kingdom
15799	GB	RAF pre-war single-letter serial	R9125	Westland	Lysander III	United Kingdom
6257	GB	RAF pre-war single-letter serial	V9312	Westland	Lysander IIIA	United Kingdom
16051	GB	G- registration	G-AZWT	Westland	Lysander IIIA	United Kingdom
21091	GB	RAF pre-war single-letter serial	R9003	Westland	Lysander Mk IIIA	Canada
14813	GB	RAF pre-war single-letter serial	V9546	Westland	Lysander TT.IIIA	United Kingdom
25058	US	USAF/US Army fiscal-year serial	43-45480	Doman	LZ-1A	United States
25059	US	USAF/US Army fiscal-year serial	52-5780	Doman	LZ-5	United States
16979	DE	D- registration	D-ERTA	Messerschmitt	M 17	Germany
6487	US	N-number	N46853	Ryan	M-1	United States
25185	US	N-number	N39803	Aer-Pegaso	M-100S	United States
12391	RU	RA- registration	RA-15105	Myasishchev	M-101T	Russia
12582	RU	RA- registration	RA-15122	Myasishchev	M-101T	Russia
5606	RU	CCCP- registration	CCCP-15105	PZL	M-15	Russia
12581	RU	CCCP- registration	CCCP-15154	PZL Mielec	M-15	Russia
5523	RU	CCCP- registration	CCCP-17103	Myasishchev	M-17	Russia
11667	RU	CCCP- registration	CCCP-17401	Myasishchev	M-17	Russia
17550	DE	D- registration	D-FOLO	PZL-Mielec	M-18A Dromader	Germany
7769	US	N-number	N492M	Mooney	M-18C	United States
7853	US	US registration (maker is not a UK airframe builder)	N4140	Mooney	M-18C	United States
9689	US	N-number	N370A	Mooney	M-18L	United States
24381	US	US registration (maker is not a UK airframe builder)	N4089	Mooney	M-18LA	United States
10610	US	US registration (maker is not a UK airframe builder)	N9055	Stearman	M-2	United States
6804	US	US registration (maker is not a UK airframe builder)	N1376	McEwan	M-2-153	United States
18754	FR	F- registration	F-CDHU	Carman	M-200	France
6454	US	USAF/US Army fiscal-year serial	60-6940	Lockheed	M-21	United States
25553	US	N-number	N67949	Fairchild	M-62A	United States
16012	GB	G- registration	G-BWJM	Bristol	M.1C	United Kingdom
17809	DE	D- registration	D-EGWP	Mráz	M.1D Sokol	Germany
21635	AU	VH- registration	VH-GUD	Avionautica Rio	M.100S	Australia
15378	GB	RAF two-letter serial	XS941	Miles	M.100Student 2	United Kingdom
21237	CA	CF- registration	CF-FGK	Miles	M.11A Whitney Straight	Canada
19688	TR	TC- registration	TC-KAH	Miles	M.14A	Turkey
22627	NZ	ZK- registration	ZK-AYW	Miles	M.14A	New Zealand
15561	GB	G- registration	G-AHKY	Miles	M.18Mk.II	United Kingdom
12822	CL	CC- registration	CC-FBB	Miles	M.2F	Chile
15501	GB	G- registration	G-APVV	Mooney	M.20M.20A	United Kingdom
15347	GB	G- registration	G-ADMW	Miles	M.2H Hawk Major	United Kingdom
18819	FR	F- registration	F-BLKY	Moynet	M.360-6	France
21586	AU	VH- registration	VH-AVQ	Miles	M.38	Australia
16405	GB	G- registration	G-AJOC	Miles	M.38Messenger 2A	United Kingdom
22628	NZ	ZK- registration	ZK-ANT	Miles	M.65	New Zealand
23242	NO	LN- registration	LN-TAH	Miles	M.65-1A	Norway
16406	GB	G- registration	G-AKEL	Miles	M.65Gemini 1A	United Kingdom
16407	GB	G- registration	G-AKGE	Miles	M.65Gemini 3C	United Kingdom
16408	GB	G- registration	G-ALCS	Miles	M.65Gemini 3C	United Kingdom
21039	AU	VH- registration	VH-UBC	Maurice Farman	M.F.11Shorthorn	Canada
25756	US	N-number	N9526V	Mooney	M10	United States
16409	GB	G- registration	G-ARTZ	McCandless	M2	United Kingdom
27028	US	N-number	N1089B	Mooney	M20A	United States
21924	AU	VH- registration	VH-KLX	Mooney	M20B	Australia
22297	AU	VH- registration	VH-REM	Mooney	M20H	Australia
8170	US	N-number	N309A	Adam	M309	United States
9663	US	N-number	N849AF	Cessna	M337B	United States
16410	GB	G- registration	G-ATXX	McCandless	M4	United Kingdom
5722	US	N-number	N54977	Fairchild	M62A	United States
21396	GB	RAF two-letter serial	FV136	Fairchild Aircraft Ltd	M62A-3 Cornell	Canada
7216	US	N-number	N1131Z	Fairchild	M62C	United States
7217	US	N-number	N1129Z	Fairchild	M62C	United States
6236	GB	G- registration	G-AFBS	Miles	Magister I	United Kingdom
14448	GB	RAF pre-war single-letter serial	T9738	Miles	Magister I	United Kingdom
15839	GB	RAF pre-war single-letter serial	T9708	Miles	Magister I	United Kingdom
16036	GB	G- registration	G-AJRS	Miles	Magister I	United Kingdom
16037	GB	G- registration	G-AKPF	Miles	Magister III	United Kingdom
15374	GB	RAF pre-war single-letter serial	T9841	Miles	Magister Mk I	United Kingdom
16465	GB	RAF pre-war single-letter serial	T9768	Miles	Magister Mk I	United Kingdom
15373	GB	RAF two-letter serial	MS902	Miles	Martinet TT.1	United Kingdom
16049	GB	G- registration	G-AAYX	Southern	Martlet	United Kingdom
10340	US	N-number	N996N	Scott	Mathieu-Russell	United States
14258	GB	RAF two-letter serial	ZA209	Short	MATS-B Mk 1	United Kingdom
14389	GB	RAF two-letter serial	ZA242	Short Brothers	MATS-B Mk.1	United Kingdom
22652	NZ	ZK- registration	ZK-DJW	Team	Max-103R	New Zealand
21706	AU	RAAF A-series serial	A7-066	Aermacchi	MB-326H	Australia
21766	AU	RAAF A-series serial	A7-064	Commonwealth Aircraft Corporation	MB-326H	Australia
21859	AU	RAAF A-series serial	A7-052	Commonwealth Aircraft Corporation	MB-326H	Australia
21860	AU	RAAF A-series serial	A7-062	Commonwealth Aircraft Corporation	MB-326H	Australia
21861	AU	RAAF A-series serial	A7-067	Commonwealth Aircraft Corporation	MB-326H	Australia
21948	AU	RAAF A-series serial	A7-030	Commonwealth Aircraft Corporation	MB-326H	Australia
22029	AU	RAAF A-series serial	A7-057	Aermacchi	MB-326H	Australia
22030	AU	RAAF A-series serial	A7-041	Aermacchi	MB-326H	Australia
22099	AU	RAAF A-series serial	A7-072	Commonwealth Aircraft Corporation	MB-326H	Australia
22196	AU	RAAF A-series serial	A7-048	Commonwealth Aircraft Corporation	MB-326H	Australia
22203	AU	RAAF A-series serial	A7-027	Aermacchi	MB-326H	Australia
22209	AU	RAAF A-series serial	A7-001	Aermacchi	MB-326H	Australia
22289	AU	RAAF A-series serial	A7-004	Commonwealth Aircraft Corporation	MB-326H	Australia
22292	AU	RAAF A-series serial	A7-011	Commonwealth Aircraft Corporation	MB-326H	Australia
22293	AU	RAAF A-series serial	A7-070	Commonwealth Aircraft Corporation	MB-326H	Australia
22424	NZ	RNZAF serial	NZ6460	Aermacchi	MB-339CB	New Zealand
22464	NZ	RNZAF serial	NZ6464	Aermacchi	MB-339CB	New Zealand
22496	NZ	RNZAF serial	NZ6469	Aermacchi	MB-339CB	New Zealand
22596	NZ	RNZAF serial	NZ6466	Aermacchi	MB-339CB	New Zealand
22697	NZ	RNZAF serial	NZ6471	Aermacchi	MB-339CB	New Zealand
22766	NZ	RNZAF serial	NZ6468	Aermacchi	MB-339CB	New Zealand
24464	IT	Matricola Militare	MM54439	Aermacchi	MB-339PAN	United States
14424	GB	G- registration	G-BOUT	Colomban	MC-12Cri-Cri	United Kingdom
10175	US	USAF/US Army fiscal-year serial	64-0567	Lockheed	MC-130E	United States
6713	US	USAF/US Army fiscal-year serial	64-0523	Lockheed	MC-130E	United States
10185	US	USAF/US Army fiscal-year serial	88-0283	Lockheed	MC-130H	United States
10179	US	USAF/US Army fiscal-year serial	65-0994	Lockheed	MC-130P	United States
387	US	USAF/US Army fiscal-year serial	66-0212	Lockheed	MC-130P	United States
6714	US	USAF/US Army fiscal-year serial	65-0991	Lockheed	MC-130P	United States
7525	US	N-number	N32236	Colomban	MC-15	United States
24091	US	N-number	N15J	Midget Mustang	MC-4	United States
7556	US	N-number	N290AA	McDonnell Douglas	MD-80MD-82	United States
11602	AR	LV- registration	LV-WFN	McDonnell Douglas	MD-81	Argentina
5612	US	N-number	N292AA	McDonnell Douglas	MD-82	Puerto Rico
19988	TR	TC- registration	TC-TUA	McDonnell Douglas	MD-82	Turkey
23795	US	N-number	N570SH	McDonnell Douglas	MD-82	Costa Rica
8417	US	N-number	N948TW	McDonnell Douglas	MD-83	United States
15060	GB	G- registration	G-HDBV	McDonnell Douglas Helicopters	MD902Explorer	United Kingdom
15848	GB	RAF two-letter serial	VK893	Messerschmitt	Me 262A-2a	United Kingdom
16986	DE	D- registration	D-IMTT	Messerschmitt	Me 262B-1a	Germany
20290	US	N-number	N262MF	Messerschmitt	Me 262B-1a	United States
16169	GB	G- registration	G-CHPT	Federov	Me7Mechta	United Kingdom
16170	GB	G- registration	G-CHUO	Federov	Me7Mechta	United Kingdom
14467	GB	G- registration	G-APEP	Vickers	Merchantman-953C	United Kingdom
5365	FR	F- registration	F-BTTD	Dassault	Mercure-100	France
17931	FR	F- registration	F-BTTB	Dassault	Mercure-100	Germany
18284	FR	F- registration	F-BTTG	Dassault	Mercure-100	France
21199	CA	C-F/G registration	C-GXYI	Sperry	Messenger M-1	Canada
22130	GB	RAF two-letter serial	WA880	Gloster Aircraft	Meteor F Mk 8	Australia
22265	AU	RAAF A-series serial	A77-870	Gloster	Meteor F Mk 8	Australia
22267	AU	RAAF A-series serial	A77-702	Gloster	Meteor F Mk 8	Australia
15182	GB	RAF two-letter serial	EE425	Gloster	Meteor F.3	United Kingdom
22478	NZ	RNZAF serial	NZ6001	Gloster	Meteor F.3	New Zealand
15275	GB	RAF two-letter serial	EE531	Gloster	Meteor F.4	United Kingdom
16301	GB	RAF two-letter serial	EE549	Gloster	Meteor F.4	United Kingdom
6209	GB	RAF two-letter serial	WK991	Gloster	Meteor F.8	United Kingdom
14295	GB	RAF two-letter serial	WH453	Gloster	Meteor F.8	United Kingdom
14541	GB	RAF two-letter serial	WK654	Gloster	Meteor F.8	United Kingdom
14852	GB	RAF two-letter serial	WA984	Gloster	Meteor F.8	United Kingdom
15186	GB	RAF two-letter serial	WH364	Gloster	Meteor F.8	United Kingdom
15277	GB	RAF two-letter serial	VZ477	Gloster	Meteor F.8	United Kingdom
15409	GB	RAF two-letter serial	WL181	Gloster	Meteor F.8	United Kingdom
15477	GB	RAF two-letter serial	WK935	Gloster	Meteor F.8	United Kingdom
15620	GB	RAF two-letter serial	WF643	Gloster	Meteor F.8	United Kingdom
15752	GB	RAF two-letter serial	WH301	Gloster	Meteor F.8	United Kingdom
16201	GB	RAF two-letter serial	WL131	Gloster	Meteor F.8	United Kingdom
16261	GB	RAF two-letter serial	WH291	Gloster	Meteor F.8	United Kingdom
16338	GB	RAF two-letter serial	VZ568	Gloster	Meteor F.8	United Kingdom
16498	GB	RAF two-letter serial	WL168	Gloster	Meteor F.8	United Kingdom
21785	AU	RAAF A-series serial	A77-868	Gloster	Meteor F.8	Australia
21870	AU	RAAF A-series serial	A77-875	Gloster	Meteor F.8	Australia
21900	AU	RAAF A-series serial	A77-878	Gloster	Meteor F.8	Australia
22285	AU	RAAF A-series serial	A77-871	Gloster	Meteor F.8	Australia
22315	AU	RAAF A-series serial	A77-851	Gloster	Meteor F.8	Australia
22343	GB	RAF two-letter serial	VZ467	Gloster	Meteor F.8	Australia
22389	AU	RAAF A-series serial	A77-368	Gloster	Meteor F.8	Australia
15478	GB	RAF two-letter serial	VZ608	Gloster	Meteor FR.9	United Kingdom
14542	GB	RAF two-letter serial	WM267	Armstrong Whitworth	Meteor NF.11	United Kingdom
16430	GB	RAF two-letter serial	WD686	Armstrong Whitworth	Meteor NF.11	United Kingdom
19065	FR	F- registration	F-ZABH	Gloster	Meteor NF.11	France
14354	GB	RAF two-letter serial	WD790	Armstrong Whitworth	Meteor NF.12	United Kingdom
15479	GB	RAF two-letter serial	WS692	Armstrong Whitworth	Meteor NF.12	United Kingdom
14177	GB	RAF two-letter serial	WM367	Gloster	Meteor NF.13	United Kingdom
15187	GB	RAF two-letter serial	WM366	Armstrong Whitworth	Meteor NF.13	United Kingdom
14399	GB	RAF two-letter serial	WS776	Armstrong Whitworth	Meteor NF.14	United Kingdom
14459	GB	RAF two-letter serial	WS792	Armstrong Whitworth	Meteor NF.14	United Kingdom
15188	GB	RAF two-letter serial	WS807	Armstrong Whitworth	Meteor NF.14	United Kingdom
15276	GB	RAF two-letter serial	WS838	Armstrong Whitworth	Meteor NF.14	United Kingdom
15480	GB	RAF two-letter serial	WS739	Armstrong Whitworth	Meteor NF.14	United Kingdom
15864	GB	RAF two-letter serial	WS843	Armstrong Whitworth	Meteor NF.14	United Kingdom
16082	GB	RAF two-letter serial	WS832	Gloster	Meteor NF.14	United Kingdom
14955	GB	RAF two-letter serial	WS726	Armstrong Whitworth	Meteor NF(T).14	United Kingdom
15164	GB	RAF two-letter serial	WS760	Armstrong Whitworth	Meteor NF(T).14	United Kingdom
16499	GB	RAF two-letter serial	WS788	Gloster	Meteor NF(T).14	United Kingdom
21582	AU	RAAF A-series serial	A77-707	Gloster	Meteor T Mk 7	Australia
22266	AU	RAAF A-series serial	A77-705	Gloster	Meteor T Mk 7	Australia
4528	GB	RAF two-letter serial	WF877	Gloster	Meteor T.7	United States
14734	GB	RAF two-letter serial	WL375	Gloster	Meteor T.7	United Kingdom
14915	GB	RAF two-letter serial	WS103	Gloster	Meteor T.7	United Kingdom
14964	GB	RAF two-letter serial	VZ638	Gloster	Meteor T.7	United Kingdom
14989	GB	RAF two-letter serial	WL349	Gloster	Meteor T.7	United Kingdom
15160	GB	RAF two-letter serial	WH132	Gloster	Meteor T.7	United Kingdom
15185	GB	RAF two-letter serial	VW453	Gloster	Meteor T.7	United Kingdom
15332	GB	RAF two-letter serial	WL345	Gloster	Meteor T.7	United Kingdom
15343	GB	RAF two-letter serial	WF825	Gloster	Meteor T.7	United Kingdom
15481	GB	RAF two-letter serial	VZ634	Gloster	Meteor T.7	United Kingdom
15679	GB	RAF two-letter serial	WH166	Gloster	Meteor T.7	United Kingdom
15950	GB	RAF two-letter serial	WA630	Gloster	Meteor T.7	United Kingdom
16104	GB	RAF two-letter serial	WF784	Gloster	Meteor T.7	United Kingdom
16110	GB	RAF two-letter serial	WL405	Gloster	Meteor T.7	United Kingdom
16189	GB	RAF two-letter serial	WA662	Gloster	Meteor T.7	United Kingdom
16263	GB	RAF two-letter serial	WL332	Gloster	Meteor T.7	United Kingdom
16358	GB	RAF two-letter serial	WA634	Gloster	Meteor T.7	United Kingdom
22371	AU	RAAF A-series serial	A77-701	Gloster	Meteor T.7	Australia
22903	SE	SE- registration	SE-CAS	Gloster	Meteor T.7	Sweden
23072	SE	SE- registration	SE-DCC	Gloster	Meteor T.7	Sweden
597	GB	RAF two-letter serial	WA591	Gloster	Meteor T7	United States
22131	GB	RAF two-letter serial	WD647	Armstrong Whitworth	Meteor TT Mk 20	Australia
825	GB	RAF two-letter serial	WD592	Gloster	Meteor TT.20	United States
14176	GB	RAF two-letter serial	WM224	Armstrong Whitworth	Meteor TT.20	United Kingdom
14507	GB	RAF two-letter serial	WM167	Armstrong Whitworth	Meteor TT.20	United Kingdom
14913	GB	RAF two-letter serial	WM292	Armstrong Whitworth	Meteor TT.20	United Kingdom
15678	GB	RAF two-letter serial	WD646	Armstrong Whitworth	Meteor TT.20	United Kingdom
14358	GB	RAF two-letter serial	WK800	Gloster	Meteor U.16	United Kingdom
16039	GB	G- registration	G-AEXF	Percival	Mew Gull	United Kingdom
