Hjalmar Nyrops varv|Blériot XI||3|||fixed_wing|monoplane|military|other||The oldest preserved aeroplane in Sweden.|Bleriot XI;Nyrop nr 3|on_display|Tekniska museet
Agusta-Bell|Hkp 3|C|03139|AB 204B||rotary_wing||military|search_rescue|||AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|on_display|Svedinos Bil- och Flygmuseum
Agusta-Bell|Hkp 3||03156|AB 204B||rotary_wing||military|search_rescue|||AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|on_display|RFN Museum Vidsel
Agusta-Bell|Hkp 3|B|03189|AB 204B||rotary_wing||military|search_rescue|||AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|on_display|Svedinos Bil- och Flygmuseum
Agusta-Bell|Hkp 3|C|03302|AB 204B||rotary_wing||military|search_rescue||Gate guard outside the wing headquarters building of the Helicopter Wing.|AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|on_display|Malmens flygplats
Agusta-Bell|Hkp 3|C|03306|AB 204B||rotary_wing||military|search_rescue|||AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|on_display|Flygvapenmuseum
Agusta-Bell|Hkp 3|C|03307|AB 204B||rotary_wing||military|search_rescue||Mounted as a gate guard at the museum.|AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3;Hkp 3C;Iroquois|on_display|Vännäs Motor- och Flygmuseum
Agusta-Bell|Hkp 3|C|03310|AB 204B||rotary_wing||military|search_rescue|||AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|on_display|Aeroseum
Agusta-Bell|Hkp 3|C|03311|AB 204B||rotary_wing||military|search_rescue|||AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|on_display|Västerås Flygmuseum
Agusta-Bell|Hkp 3|C|03315|AB 204B||rotary_wing||military|search_rescue|||AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|on_display|Försvarsmuseum Boden
Agusta-Bell|Hkp 3|C|03421|AB 204B||rotary_wing||military|search_rescue|||AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|on_display|Gotlands Försvarsmuseum
Agusta-Bell|Hkp 3|B|03422|AB 204B||rotary_wing||military|search_rescue||In storage; not on public display.|AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|in_storage|Flygvapenmuseum
Agusta-Bell|Hkp 3|B|03423|AB 204B||rotary_wing||military|search_rescue|||AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|on_display|F 15 Flygmuseum
Agusta-Bell|Hkp 3|B|03424|AB 204B||rotary_wing||military|search_rescue|||AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|on_display|Ängelholms Flygmuseum
Agusta-Bell|Hkp 3|B|03425|AB 204B||rotary_wing||military|search_rescue|||AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|on_display|Aeroseum
Agusta-Bell|Hkp 3|B|03426|AB 204B||rotary_wing||military|search_rescue|||AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|on_display|Flygmuseet F 21
Agusta-Bell|Hkp 3|B|03427|AB 204B||rotary_wing||military|search_rescue|||AB 204B;AB 204;AB204;Bell 204;Bell204;HKP 3;Hkp3|on_display|Jämtlands flyg- och lottamuseum
Agusta-Bell|Hkp 6|B|06051|AB 206 JetRanger||rotary_wing||military|utility||Designated a national reference example (riksexemplar).|AB 206 JetRanger;AB 206;AB206;Bell 206;JetRanger;HKP 6;Hkp6;c/n 8218|on_display|Aeroseum
Agusta-Bell|Hkp 6|B|06052|AB 206 JetRanger||rotary_wing||military|utility|||AB 206 JetRanger;AB 206;AB206;Bell 206;JetRanger;HKP 6;Hkp6;c/n 8219|on_display|Aeroseum
Agusta-Bell|Hkp 6|B|06054|AB 206 JetRanger||rotary_wing||military|utility||Civil registration SE-HGX; kept in flying condition.|AB 206 JetRanger;AB 206;AB206;Bell 206;JetRanger;HKP 6;Hkp6;c/n 8555|on_display|Flygvapenmuseum
Agusta-Bell|Hkp 6|A|06262|AB 206 JetRanger||rotary_wing||military|utility|||AB 206 JetRanger;AB 206;AB206;Bell 206;JetRanger;HKP 6;Hkp6;c/n 8070|on_display|Västerås Flygmuseum
Agusta-Bell|Hkp 6|A|06269|AB 206 JetRanger||rotary_wing||military|utility||Displayed outdoors.|AB 206 JetRanger;AB 206;AB206;Bell 206;JetRanger;HKP 6;Hkp6;c/n 8091|on_display|Kalixlinjens Museum
Agusta-Bell|Hkp 6|A|06274|AB 206 JetRanger||rotary_wing||military|utility||In storage; not on public display.|AB 206 JetRanger;AB 206;AB206;Bell 206;JetRanger;HKP 6;Hkp6;c/n 8115|in_storage|Flygvapenmuseum
Agusta-Bell|Hkp 6||06554|AB 206 JetRanger||rotary_wing||military|utility|||AB 206 JetRanger;AB 206;AB206;Bell 206;JetRanger;HKP 6;Hkp6|on_display|Aeroseum
Boeing Vertol|Hkp 4|B|04064|Vertol 107||rotary_wing||military|search_rescue|||Vertol 107;Vertol107;KV-107;KV107;Sea Knight;HKP 4;Hkp4;c/n 10|on_display|Flygvapenmuseum
Boeing Vertol|Hkp 4|C|04069|Vertol 107||rotary_wing||military|search_rescue||Displayed indoors in the underground hangar.|Vertol 107;Vertol107;KV-107;KV107;Sea Knight;HKP 4;Hkp4;c/n 4082|on_display|Aeroseum
Boeing Vertol|Hkp 4|C|04070|Vertol 107||rotary_wing||military|search_rescue||Kept in flyable condition and operated by Aeroseum. Civil registration SE-JLY.|Vertol 107;Vertol107;KV-107;KV107;Sea Knight;HKP 4;Hkp4;c/n 4083|on_display|Aeroseum
Boeing Vertol|Hkp 4|C|04072|Vertol 107||rotary_wing||military|search_rescue||Displayed indoors in the underground hangar.|Vertol 107;Vertol107;KV-107;KV107;Sea Knight;HKP 4;Hkp4;c/n 4093|on_display|Aeroseum
Boeing Vertol|Hkp 4|A|04451|Vertol 107||rotary_wing||military|search_rescue|||Vertol 107;Vertol107;KV-107;KV107;Sea Knight;HKP 4;Hkp4;c/n 401|on_display|Flygmuseet F 21
Eurocopter|Hkp 10|A|10401|AS332 Super Puma||rotary_wing||military|search_rescue||Crashed on 1 November 2005; the wreck is preserved. On loan from Flygvapenmuseum (Statens forsvarshistoriska museer).|AS332 Super Puma;AS332;AS 332;Super Puma;HKP 10;Hkp10;c/n 2230|on_display|Flygmuseet F 21
Eurocopter|Hkp 10|B|10406|AS332 Super Puma||rotary_wing||military|search_rescue||On loan from Flygvapenmuseum (Statens forsvarshistoriska museer).|AS332 Super Puma;AS332;AS 332;Super Puma;HKP 10;Hkp10;c/n 2284|on_display|Aeroseum
Hughes|Hkp 5|B|05215|Hughes 269||rotary_wing||military|trainer|||Hughes 269;Schweizer 300;Schweizer 300C;HKP 5;Hkp5|on_display|Svedinos Bil- och Flygmuseum
Hughes|Hkp 5|B|05245|Hughes 269||rotary_wing||military|trainer||Operated by the Flygvapenmuseum Helicopter Lovers group; civil registration SE-JIR; kept in flying condition.|Hughes 269;Schweizer 300;Schweizer 300C;HKP 5;Hkp5|on_display|Flygvapenmuseum
Hughes|Hkp 5|B|05246|Hughes 269||rotary_wing||military|trainer||Operated by the Flygvapenmuseum Helicopter Lovers group; civil registration SE-JIS; kept in flying condition.|Hughes 269;Schweizer 300;Schweizer 300C;HKP 5;Hkp5|on_display|Flygvapenmuseum
Messerschmitt-Bölkow-Blohm|Hkp 9|A|09209|Bo 105||rotary_wing||military|anti_tank|||Bo 105;Bo105;MBB Bo 105;HKP 9;Hkp9|on_display|Flygvapenmuseum
Messerschmitt-Bölkow-Blohm|Hkp 9|A|09218|Bo 105||rotary_wing||military|anti_tank|||Bo 105;Bo105;MBB Bo 105;HKP 9;Hkp9|on_display|Aeroseum
Messerschmitt-Bölkow-Blohm|Hkp 9|A|09219|Bo 105||rotary_wing||military|anti_tank||In storage; not on public display.|Bo 105;Bo105;MBB Bo 105;HKP 9;Hkp9|in_storage|Flygvapenmuseum
Messerschmitt-Bölkow-Blohm|Hkp 9|A|09221|Bo 105||rotary_wing||military|anti_tank|||Bo 105;Bo105;MBB Bo 105;HKP 9;Hkp9|on_display|Aeroseum
Vertol|Hkp 1||01001|Vertol 44A||rotary_wing||military|search_rescue||Intended to be restored for the Swedish Navy 500th anniversary; current condition unclear.|Vertol 44A;Vertol 44;Vertol44;V-44;H-21;Hkp1;c/n 497|on_display|Flygvapenmuseum
Vertol|Hkp 1||01007|Vertol 44A||rotary_wing||military|search_rescue|||Vertol 44A;Vertol 44;Vertol44;V-44;H-21;Hkp1;c/n 608|on_display|Aeroseum
Vertol|Hkp 1||01009|Vertol 44A||rotary_wing||military|search_rescue||Displayed in the aviation and naval section of the museum about 2 km south of the army section.|Vertol 44A;Vertol 44;Vertol44;V-44;H-21;Hkp1;c/n 607|on_display|Gotlands Försvarsmuseum
Sud Aviation|Hkp 2||02034|Alouette II||rotary_wing||military|utility|||SE.3130;SE3130;Alouette II;Alouette 2;Hkp2;c/n 1175|on_display|Aeroseum
Sud Aviation|Hkp 2||02036|Alouette II||rotary_wing||military|utility|||SE.3130;SE3130;Alouette II;Alouette 2;Hkp2;c/n 1246|on_display|Aeroseum
Sud Aviation|Hkp 2||02403|Alouette II||rotary_wing||military|utility||Painted as 02203 / 02409; the true identity is 02403.|SE.3130;SE3130;Alouette II;Alouette 2;Hkp2|on_display|RFN Museum Vidsel
Sud Aviation|Hkp 2||02406|Alouette II||rotary_wing||military|utility||Originally carried serial 02202.|SE.3130;SE3130;Alouette II;Alouette 2;Hkp2;c/n 1279|on_display|Flygvapenmuseum
Sud Aviation|Hkp 2||02407|Alouette II||rotary_wing||military|utility||Originally carried serial 02207. Held by the Swedish Air Force Historic Flight and currently stored at Aeroseum.|SE.3130;SE3130;Alouette II;Alouette 2;Hkp2;c/n 1291|on_display|Aeroseum
Bristol|Rb 68|||Bloodhound||missile_rocket||military|surface_to_air||Bloodhound Mk 2 surface-to-air missile displayed outdoors beside the museum building. Listed in the IPMS Stockholm museum report; no individual number recorded.|Bloodhound;Bloodhound Mk 2;Luftvarnsrobot 68;Rb68|on_display|Ängelholms Flygmuseum
Beechcraft|Model 50|||Twin Bonanza||fixed_wing|monoplane|civilian|utility||Listed in the Swedish Wikipedia article on Aeroseum as part of the collection. Registration and serial not verified.|Twin Bonanza;Beech 50;Beech Model 50|on_display|Aeroseum
Saab|MFI-15|||Safari||fixed_wing|monoplane|civilian|trainer||Listed in the Swedish Wikipedia article on Aeroseum as part of the collection. Registration and serial not verified.|MFI15;Safari;Supporter|on_display|Aeroseum
De Havilland|D.H.60|Moth Major||Moth Major||fixed_wing|biplane|civilian|private||Listed in the Swedish Wikipedia article on Aeroseum as part of the collection. Registration and serial not verified.|DH.60;DH60;Moth;Moth Major|on_display|Aeroseum
BHT|BHT-1|||Beauty||fixed_wing|monoplane|civilian|experimental||Swedish homebuilt design listed in the Swedish Wikipedia article on Aeroseum. Registration not verified.|BHT1;BHT-1 Beauty;Beauty|on_display|Aeroseum
Schneider|SG 38|||Schulgleiter||fixed_wing|monoplane|civilian|trainer||Primary training glider listed in the Swedish Wikipedia article on Aeroseum as GV 38. Registration not verified.|SG38;Schulgleiter SG 38;GV 38;GV38|on_display|Aeroseum
De Havilland Canada|DHC-1|||Chipmunk||fixed_wing|monoplane|civilian|trainer||Listed in the Swedish Wikipedia article on Vasteras flygmuseum. Registration not verified.|DHC1;Chipmunk|on_display|Västerås Flygmuseum
Piper|PA-23|||Apache||fixed_wing|monoplane|civilian|utility||Listed in the Swedish Wikipedia article on Vasteras flygmuseum. Registration not verified.|PA23;Apache|on_display|Västerås Flygmuseum
De Havilland|D.H.114|||Heron||fixed_wing|monoplane|civilian|commercial_transport||Listed in the Swedish Wikipedia article on Vasteras flygmuseum. Registration not verified.|DH.114;DH114;Heron|on_display|Västerås Flygmuseum
Yakovlev|Yak-52|||Yak-52||fixed_wing|monoplane|civilian|trainer||Listed in the Swedish Wikipedia article on Vasteras flygmuseum. Registration not verified.|Yak52|on_display|Västerås Flygmuseum
Schleicher|Anfänger|||Anfanger||fixed_wing|monoplane|civilian|trainer||Primary training glider listed in the Swedish Wikipedia article on Vasteras flygmuseum. Registration not verified.|Anfanger;Anfänger|on_display|Västerås Flygmuseum
Scheibe|Bergfalke|||Bergfalke||fixed_wing|monoplane|civilian|other||Two-seat sailplane listed by the museum among its seven aircraft. Registration not verified.|Bergfalke II|on_display|F11 Museum
Holmberg|Racer|||Holmberg Racer||fixed_wing|monoplane|civilian|experimental||Swedish homebuilt racer listed by the museum among its seven aircraft. Registration not verified.|Holmberg Racer;Racer|on_display|F11 Museum
Henri Lachambre|Örnen|||Ornen|Örnen|lighter_than_air||civilian|other||Surviving components and fabric of the hydrogen balloon Ornen used by the 1897 Andree polar expedition together with expedition material recovered from Kvitoya in 1930. Not a complete flyable airframe. The balloon was built in Paris by Henri Lachambre.|Ornen;Eagle;Nordpolen;Andree balloon|on_display|Grenna Museum – Andréexpeditionen Polarcenter
Grunau|Baby|||Grunau Baby||fixed_wing|monoplane|civilian|trainer||Listed in the IPMS Stockholm report on the museum. Registration not verified.|Grunau Baby;Baby|on_display|Segelflygmuseet på Ålleberg
Fibbe|Fi-1|||Fi-1||fixed_wing|monoplane|civilian|other||Swedish sailplane listed in the IPMS Stockholm report on the museum. Registration not verified.|Fi1|on_display|Segelflygmuseet på Ålleberg
PIK|PIK-16|C||Vasama||fixed_wing|monoplane|civilian|other||Finnish sailplane listed in the IPMS Stockholm report on the museum. Registration not verified.|PIK16;PIK-16C;Vasama|on_display|Segelflygmuseet på Ålleberg
Scheibe|Bergfalke|II/55||Bergfalke||fixed_wing|monoplane|civilian|other||Listed in the IPMS Stockholm report on the museum. Registration not verified.|Bergfalke II;Bergfalke II/55|on_display|Segelflygmuseet på Ålleberg
Schleicher|K-8|b||Ka 8||fixed_wing|monoplane|civilian|other||Listed in the IPMS Stockholm report on the museum. Registration not verified.|K8;K-8b;Ka 8;Ka8|on_display|Segelflygmuseet på Ålleberg
Schweizer|SGS 2-22|E||SGS 2-22||fixed_wing|monoplane|civilian|trainer||Listed in the IPMS Stockholm report on the museum. Registration not verified.|SGS2-22;2-22E|on_display|Segelflygmuseet på Ålleberg
SZD|SZD-9|||Bocian||fixed_wing|monoplane|civilian|trainer||Polish two-seat sailplane listed in the IPMS Stockholm report on the museum. Registration not verified.|SZD9;Bocian|on_display|Segelflygmuseet på Ålleberg
Slingsby|Skylark|||Skylark||fixed_wing|monoplane|civilian|other||Listed in the IPMS Stockholm report on the museum. Registration not verified.|Slingsby Skylark|on_display|Segelflygmuseet på Ålleberg
AB Flygindustri|Babyfalk|||Babyfalk||fixed_wing|monoplane|civilian|other||Swedish sailplane listed in the IPMS Stockholm report on the museum. Registration not verified.|Babyfalk|on_display|Segelflygmuseet på Ålleberg
DFS|Weihe|||Weihe||fixed_wing|monoplane|civilian|other||Listed in the IPMS Stockholm report on the museum. Registration not verified.|DFS Weihe;Se-104|on_display|Segelflygmuseet på Ålleberg
Mosway|Mosway III|||Mosway III||fixed_wing|monoplane|civilian|other||Listed in the IPMS Stockholm report on the museum. Registration not verified.|Mosway|on_display|Segelflygmuseet på Ålleberg
Schneider|SG 38|||Schulgleiter||fixed_wing|monoplane|civilian|trainer||Primary training glider listed in the IPMS Stockholm report on the museum. Registration not verified.|SG38;Schulgleiter SG 38|on_display|Segelflygmuseet på Ålleberg
Schleicher|Anfänger|||Anfanger||fixed_wing|monoplane|civilian|trainer||Primary training glider listed in the IPMS Stockholm report on the museum. Registration not verified.|Anfanger;Anfänger|on_display|Segelflygmuseet på Ålleberg
Scheibe|Motorspatz|||Motorspatz||fixed_wing|monoplane|civilian|other||Powered sailplane listed in the IPMS Stockholm report on the museum. Registration not verified.|Scheibe Motorspatz|on_display|Segelflygmuseet på Ålleberg
AB Flygindustri|LG 105|||Lastglidare 105||fixed_wing|monoplane|military|transport||Sweden's only surviving LG 105 assault transport glider. The programme was abandoned after a fatal prototype accident.|LG105;Lastglidare 105;Lg 105|on_display|Segelflygmuseet på Ålleberg
Saab|AJ 37||37072|Viggen||fixed_wing|monoplane|military|ground_attack||On a pole at the Viggen rest area on Riksväg 44 near the Tun exit between Trollhättan and Lidköping. The rest area was built in 2006. Wings and fin were taken from airframe 37958. Painted in bare silver to represent early uncamouflaged F 7 Viggens. Wore the marking 21-04 at an F 21 air display in 1981 and earlier codes 7-04 and 7-72.|Viggen;Saab 37;AJ 37;AJS 37;37958|on_display|Viggen Rest Area Monument -- Grästorp
Saab|A 32|A|32094|Lansen|Gul Petter|fixed_wing|monoplane|military|ground_attack||On a pole at the Karlsrovägen roundabout at the entrance to the civil airfield at Flygstaden Halmstad. Rebuilt from three airframes 32094 32127 and 32035. First unveiled in 1994 inside the F 14 and FMTS area then restored in 2018 and 2019 and re-erected on this new site with a re-inauguration on 14 December 2019.|Lansen;Saab 32;A 32A;Gul Petter;32127;32035|on_display|Lansen Roundabout Monument -- Halmstad
Saab|JA 37||37440|Viggen||fixed_wing|monoplane|military|fighter||On a pole at the Sörby rest area beside the E22 at interchange 56 near Ronneby. Served with F 4 F 16 F 17 and F 21 entering service in June 1989 and withdrawn on 9 November 2004. Modified to JA 37DI standard.|Viggen;Saab 37;JA 37DI|on_display|Viggen Rest Area Monument -- Ronneby
Saab|AJSH 37||37927|Viggen||fixed_wing|monoplane|military|recon||On a pole outside the Biltema store at Storheden in Luleå. Delivered December 1978 and withdrawn November 1997. Wore the code 21-63 with F 21. On loan from Flygvapenmuseum via F 21 Museum.|Viggen;Saab 37;AJSH 37;SH 37|on_display|Viggen Plinth -- Biltema Luleå
Saab|S 29|C|29945|Tunnan||fixed_wing|monoplane|military|recon||On an advertising pylon at the Kareby Bil car dealership just north of Kungälv beside the old E6.|Tunnan;Flying Barrel;Saab 29;S 29C|on_display|Kareby Bil Aircraft Pylons -- Kungälv
Saab|J 35|B|35248|Draken||fixed_wing|monoplane|military|fighter||On an advertising pylon at the Kareby Bil car dealership just north of Kungälv beside the old E6.|Draken;Saab 35;J 35B|on_display|Kareby Bil Aircraft Pylons -- Kungälv
Saab|AJ 37||37031|Viggen||fixed_wing|monoplane|military|ground_attack||On a pole at the E4 Söderhamn Södra interchange. Delivered June 1973 and withdrawn November 1995 having worn codes 7-31 6-31 and 15-54. Donated to Söderhamn municipality in 1995 as a memorial to the former Hälsinge flygflottilj F 15.|Viggen;Saab 37;AJ 37|on_display|Viggen Plinth -- Söderhamn
Saab|340||SE-ISF|||fixed_wing|monoplane|civilian|commercial_transport||The first SF 340 prototype displayed on one of seven ten metre pylons erected along the E4 at Linköping in 2003 as a permanent exhibition marking the centenary of powered flight.|SF 340;Saab 340;SF340|on_display|Saab Aircraft Pylons -- Linköping E4
Saab|SK 50|B|50016|Safir||fixed_wing|monoplane|military|trainer||On one of the seven pylons erected along the E4 at Linköping in 2003.|Safir;Saab 91;Sk 50B|on_display|Saab Aircraft Pylons -- Linköping E4
Saab|SK 60|B|60080|||fixed_wing|monoplane|military|trainer||On one of the seven pylons erected along the E4 at Linköping in 2003.|Saab 105;Sk 60B|on_display|Saab Aircraft Pylons -- Linköping E4
Saab|J 29|F|29441|Tunnan||fixed_wing|monoplane|military|fighter||On one of the seven pylons erected along the E4 at Linköping in 2003.|Tunnan;Flying Barrel;Saab 29;J 29F|on_display|Saab Aircraft Pylons -- Linköping E4
Saab|J 32|E|32507|Lansen||fixed_wing|monoplane|military|electronic_warfare||On one of the seven pylons erected along the E4 at Linköping in 2003. The J 32E was the electronic warfare and target towing conversion of the Lansen.|Lansen;Saab 32;J 32E|on_display|Saab Aircraft Pylons -- Linköping E4
Saab|J 35|F-1|35477|Draken||fixed_wing|monoplane|military|fighter||On one of the seven pylons erected along the E4 at Linköping in 2003.|Draken;Saab 35;J 35F|on_display|Saab Aircraft Pylons -- Linköping E4
Saab|JA 37||37367|Viggen||fixed_wing|monoplane|military|fighter||On one of the seven pylons erected along the E4 at Linköping in 2003. Delivered August 1983 and withdrawn February 2003 having served with F 21 as 21-14.|Viggen;Saab 37;JA 37|on_display|Saab Aircraft Pylons -- Linköping E4
Agusta-Bell|AB 206|A|06045|JetRanger||rotary_wing||military|utility||Mounted outside the Swedish Police Museum in Stockholm as a signpost and public attraction wearing police markings. The airframe was formerly a Swedish Air Force Hkp 6B.|JetRanger;Agusta-Bell 206;Hkp 6B;Bell 206|on_display|Police Helicopter Display -- Polismuseet Stockholm
Saab|AJSF 37||37921|Viggen||fixed_wing|monoplane|military|recon||Preserved on the grounds of Fyrisskolan upper secondary school in Uppsala. Delivered April 1978 and withdrawn November 1998 having worn the code 21-59 with F 21.|Viggen;Saab 37;SF 37;AJSF 37|on_display|Viggen Campus Airframe -- Fyrisskolan Uppsala
Saab|JA 37||37374|Viggen||fixed_wing|monoplane|military|fighter||Nose section preserved at the aviation programme of Klippans gymnasieskola at Ljungbyhed. Delivered December 1983 and withdrawn September 2001 having worn codes 4-34 17-24 and 16-74.|Viggen;Saab 37;JA 37|on_display|Aviation Training Airframes -- Klippans Gymnasieskola Ljungbyhed
Saab|SK 60|A|60108|||fixed_wing|monoplane|military|trainer||Held by Klippans gymnasieskola at Ljungbyhed as an instructional airframe for the aircraft technician programme.|Saab 105;Sk 60A|on_display|Aviation Training Airframes -- Klippans Gymnasieskola Ljungbyhed
Saab|SK 60|E|60148|||fixed_wing|monoplane|military|trainer||Held by Klippans gymnasieskola at Ljungbyhed for the aircraft technician programme.|Saab 105;Sk 60E|on_display|Aviation Training Airframes -- Klippans Gymnasieskola Ljungbyhed
Saab|SK 60|D|60097|||fixed_wing|monoplane|military|trainer||Held by Hässlögymnasiet at Västerås on the former F 1 Hässlö airfield.|Saab 105;Sk 60D|on_display|SK 60 Campus Airframe -- Hässlögymnasiet Västerås
Saab|J 32|B|32611|Lansen||fixed_wing|monoplane|military|fighter||Left in airworthy condition at Arvidsjaur Airport where it stood for some eighteen years between the apron and the runway. Moved in the spring of 2022 onto the grounds of the Lapland aviation technical upper secondary school in Arvidsjaur.|Lansen;Saab 32;J 32B|on_display|Lansen Campus Airframe -- Arvidsjaur
Bristol|Bloodhound|1||||missile_rocket||military|surface_to_air||Trial surface to air missile displayed on its launcher with an inscription describing its history at the former Lv 3 air defence regiment at Norrtälje.|Bloodhound;Bloodhound Mk 1|on_display|Bloodhound Missile Monument -- Norrtälje
Saab|Rb 340|||||missile_rocket||military|air_to_air||Displayed as a monument on the village square at Vidsel. The Rb 340 was an air to air missile project first fired from a ground launcher at the RFN test range in 1961. After a second trial campaign in 1962 the project was cancelled.|Rb 340;Saab 340 missile|on_display|Rb 340 Missile Monument -- Vidsel
