id,state,museum,aircraft,aliases_before,aliases_after,description_before,description_after,had_description
8426,Missouri,VFW Post 6043,Bell AH-1 68-15018,sub-variant not established | serial from a single source,,,sub-variant not established; serial from a single source,False
8434,Missouri,Whiteman AFB Heritage Air Park,Bell AH-1-F 80-23515,serial from a single source,,,serial from a single source,False
8428,Missouri,Whiteman AFB Heritage Air Park,Boeing B-52-D 56-0683,B-52D-40-BW | Arnold Gate | memorial to Capt Robert Morris,B-52D-40-BW,,Arnold Gate; memorial to Capt Robert Morris,False
8427,Missouri,Whiteman AFB Heritage Air Park,Boeing SB-29 44-61671,44-27353 | painted as 44-27353 | Super Dumbo air-sea rescue conversion | the real Great Artiste was scrapped | Spirit Gate display,44-27353,,painted as 44-27353; Super Dumbo air-sea rescue conversion; the real Great Artiste was scrapped; Spirit Gate display,False
8436,Missouri,Whiteman AFB Heritage Air Park,McDonnell Douglas F-15-A 76-0088,F-15A-17-MC | ex-Lambert pedestal | 131st Bomb Wing Heritage Park,F-15A-17-MC,,ex-Lambert pedestal; 131st Bomb Wing Heritage Park,False
8437,Missouri,Whiteman AFB Heritage Air Park,McDonnell F-4-E 68-0338,F-4E-37-MC | two MiG-21 kills in 1972 | ex-Lambert pedestal | 131st Bomb Wing Heritage Park,F-4E-37-MC,,two MiG-21 kills in 1972; ex-Lambert pedestal; 131st Bomb Wing Heritage Park,False
8435,Missouri,Whiteman AFB Heritage Air Park,North American F-100-D 55-3667,F-100D-25-NA | craned off its pedestal at Lambert-St. Louis in April 2015 | 131st Bomb Wing Heritage Park dedicated June 2015 | one press caption calls it an F-100F,F-100D-25-NA,,craned off its pedestal at Lambert-St. Louis in April 2015; 131st Bomb Wing Heritage Park dedicated June 2015; one press caption calls it an F-100F,False
5518,Moscow Oblast,Central Air Force Museum,Beriev VVA-14,Bartini-Beriev amphibious VTOL prototype,,,Bartini-Beriev amphibious VTOL prototype,False
5499,Moscow Oblast,Central Air Force Museum,Mikoyan-Gurevich MiG-105,Spiral EPOS orbital spaceplane analog,,,Spiral EPOS orbital spaceplane analog,False
5483,Moscow Oblast,Central Air Force Museum,Mikoyan-Gurevich MiG-21-I 21,Tu-144 wing test analog,,,Tu-144 wing test analog,False
5484,Moscow Oblast,Central Air Force Museum,Mikoyan-Gurevich MiG-21-PFS 93,museum also calls it MiG-21S,,,museum also calls it MiG-21S,False
5485,Moscow Oblast,Central Air Force Museum,Mikoyan-Gurevich MiG-23-23-11 231,swept-wing prototype,,,swept-wing prototype,False
5500,Moscow Oblast,Central Air Force Museum,Mikoyan-Gurevich Ye-152-M,Ye-166 | record-setting prototype interceptor,Ye-166,,record-setting prototype interceptor,False
5510,Moscow Oblast,Central Air Force Museum,Mil Mi-12 CCCP-21142,V-12 | heaviest helicopter ever flown,V-12,,heaviest helicopter ever flown,False
5505,Moscow Oblast,Central Air Force Museum,Mil Mi-6-AYa,airborne command post,,,airborne command post,False
5506,Moscow Oblast,Central Air Force Museum,Mil Mi-6-PZh2 41,firefighting,,,firefighting,False
5523,Moscow Oblast,Central Air Force Museum,Myasishchev M-17 CCCP-17103,Stratosfera | high-altitude research aircraft,Stratosfera,,high-altitude research aircraft,False
5606,Moscow Oblast,Central Air Force Museum,PZL M-15 CCCP-15105,agricultural jet biplane,,,agricultural jet biplane,False
5600,Moscow Oblast,Central Air Force Museum,Petlyakov Pe-2,assembled from three recovered airframes,,,assembled from three recovered airframes,False
5594,Moscow Oblast,Central Air Force Museum,Polikarpov I-16,first of two airframes,,,first of two airframes,False
5595,Moscow Oblast,Central Air Force Museum,Polikarpov I-16,second of two airframes,,,second of two airframes,False
5596,Moscow Oblast,Central Air Force Museum,Polikarpov Po-2,Hangar 8,,,Hangar 8,False
5597,Moscow Oblast,Central Air Force Museum,Polikarpov Po-2,Hangar 6A,,,Hangar 6A,False
5599,Moscow Oblast,Central Air Force Museum,Polikarpov U-2-LNB,night bomber variant,,,night bomber variant,False
5601,Moscow Oblast,Central Air Force Museum,Sikorsky Ilya Muromets,S-22 | replica built as film prop,S-22,,replica built as film prop,False
5602,Moscow Oblast,Central Air Force Museum,Sopwith Triplane,acquired 1959-60,,,acquired 1959-60,False
5540,Moscow Oblast,Central Air Force Museum,Sukhoi Su-2 38,replica,,,replica,False
5553,Moscow Oblast,Central Air Force Museum,Sukhoi Su-24-M 09,31 | also listed as 31,31,,also listed as 31,False
5551,Moscow Oblast,Central Air Force Museum,Sukhoi Su-24-T6-1 61,first Su-24 prototype,,,first Su-24 prototype,False
5555,Moscow Oblast,Central Air Force Museum,Sukhoi Su-25-T8-11 66,Su-25 prototype,,,Su-25 prototype,False
5556,Moscow Oblast,Central Air Force Museum,Sukhoi Su-27-T10-1 10,first Su-27 prototype,,,first Su-27 prototype,False
5558,Moscow Oblast,Central Air Force Museum,Sukhoi Su-35-T10M-1 701,Su-27M prototype,,,Su-27M prototype,False
5543,Moscow Oblast,Central Air Force Museum,Sukhoi Su-7-L 17,S-26 ski-undercarriage testbed,,,S-26 ski-undercarriage testbed,False
5561,Moscow Oblast,Central Air Force Museum,Tupolev ANT-25-RD 25,record-distance aircraft,,,record-distance aircraft,False
5574,Moscow Oblast,Central Air Force Museum,Tupolev Tu-104-AK 46,CCCP-42390 | zero-g cosmonaut trainer,CCCP-42390,,zero-g cosmonaut trainer,False
5566,Moscow Oblast,Central Air Force Museum,Tupolev Tu-16-K 53,serial 4201004,,,serial 4201004,False
5565,Moscow Oblast,Central Air Force Museum,Tupolev Tu-16-R 50,serial 1880302,,,serial 1880302,False
5568,Moscow Oblast,Central Air Force Museum,Tupolev Tu-22M-0,bort 33,,,bort 33,False
5569,Moscow Oblast,Central Air Force Museum,Tupolev Tu-22M-3,bort 33,,,bort 33,False
5564,Moscow Oblast,Central Air Force Museum,Tupolev Tu-4 01,280503 | serial 280503,280503,,serial 280503,False
5570,Moscow Oblast,Central Air Force Museum,Tupolev Tu-95-LL,engine flying testbed,,,engine flying testbed,False
5571,Moscow Oblast,Central Air Force Museum,Tupolev Tu-95-MS 31,transferred 2012,,,transferred 2012,False
5603,Moscow Oblast,Central Air Force Museum,Voisin LAS,acquired 1959-60,,,acquired 1959-60,False
5588,Moscow Oblast,Central Air Force Museum,Yakovlev Yak-130-D 01,demonstrator prototype,,,demonstrator prototype,False
5583,Moscow Oblast,Central Air Force Museum,Yakovlev Yak-27-R 14,0703 | serial 0703,0703,,serial 0703,False
5585,Moscow Oblast,Central Air Force Museum,Yakovlev Yak-36 36,VTOL demonstrator,,,VTOL demonstrator,False
8197,Nebraska,American Legion Post 125,Republic RF-84-F 53-7560,pylon-mounted at David City Municipal Airport,,,pylon-mounted at David City Municipal Airport,False
8198,Nebraska,American Legion Post 299,Northrop T-38-A 60-0567,recorded as a GT-38A ground-instructional airframe,,,recorded as a GT-38A ground-instructional airframe,False
8202,Nebraska,Aurora Municipal Airport,North American F-100-F,c/n 243-101 | converted to a QF-100F full-scale aerial target | drone number QF418 | displayed on cement pylons in Thunderbirds markings | USAF serial not established,c/n 243-101,,converted to a QF-100F full-scale aerial target; drone number QF418; displayed on cement pylons in Thunderbirds markings; USAF serial not established,False
8203,Nebraska,Beatrice Municipal Airport,Lockheed T-33-A 51-8880,c/n 580-6664 | pedestal display since April 1963,c/n 580-6664,,pedestal display since April 1963,False
8207,Nebraska,Franklin T-33 Display,Lockheed T-33-A 52-9205,mounted on pylons,,,mounted on pylons,False
8210,Nebraska,Freedom Park,Douglas A-4-C 149618,US Navy BuNo 149618 | mounted on an iron pedestal,,,US Navy BuNo 149618; mounted on an iron pedestal,False
8208,Nebraska,Freedom Park,Sikorsky HH-52-A 1370,c/n 62-048 | US Coast Guard 1370,c/n 62-048,,US Coast Guard 1370,False
8209,Nebraska,Freedom Park,Vought A-7-D 69-6191,recorded as an A-7D Plus,,,recorded as an A-7D Plus,False
8211,Nebraska,Hall County Veterans Memorial Park,Lockheed T-33-A 53-5882,Aerial Visuals confirms the park as the latest location,,,Aerial Visuals confirms the park as the latest location,False
8212,Nebraska,Harold Warp Pioneer Village,Bell P-59-B 44-22656,c/n 27-64 | served with the 412th Fighter Group | to Purdue University 1946 | acquired by Harold Warp 1956 | one of six surviving P-59s | Aerial Visuals records it as US Navy BuNo 64108,c/n 27-64,,served with the 412th Fighter Group; to Purdue University 1946; acquired by Harold Warp 1956; one of six surviving P-59s; Aerial Visuals records it as US Navy BuNo 64108,False
8227,Nebraska,Harold Warp Pioneer Village,Bensen B-6,purchased from Robin Hermanson of Garretson South Dakota,,,purchased from Robin Hermanson of Garretson South Dakota,False
8228,Nebraska,Harold Warp Pioneer Village,Bensen B-7-M N719DP,built by Arnold Berg | acquired by Warp in 1973,,,built by Arnold Berg; acquired by Warp in 1973,False
8217,Nebraska,Harold Warp Pioneer Village,Cessna AW NC8141,c/n 156 | Warner Scarab engine | one of 48 built | acquired 1962 from Chicago Sky Harbor Airport,c/n 156,,Warner Scarab engine; one of 48 built; acquired 1962 from Chicago Sky Harbor Airport,False
8223,Nebraska,Harold Warp Pioneer Village,Chotia Weedhopper,ultralight built by L Duane Life of Wichita Kansas,,,ultralight built by L Duane Life of Wichita Kansas,False
8214,Nebraska,Harold Warp Pioneer Village,Curtiss JN-4-D NC1350,acquired by Warp in 1952 | the type he learned to fly in 1927 | Aerial Visuals lists the registration as N782,,,acquired by Warp in 1952; the type he learned to fly in 1927; Aerial Visuals lists the registration as N782,False
8213,Nebraska,Harold Warp Pioneer Village,Curtiss Model D,flown by Charles K Hamilton on the first New York to Philadelphia round trip 13 June 1910 | original airframe | acquired 1954,,,flown by Charles K Hamilton on the first New York to Philadelphia round trip 13 June 1910; original airframe; acquired 1954,False
8220,Nebraska,Harold Warp Pioneer Village,Engineering and Research Corporation 415-C NC37100,c/n 0067 | a company aircraft personally flown by Harold Warp | carries Warp's Plastics livery,c/n 0067,,a company aircraft personally flown by Harold Warp; carries Warp's Plastics livery,False
8215,Nebraska,Harold Warp Pioneer Village,Hartman Monoplane N286Y,built by Arthur Hartman | the first aeroplane built and flown in Iowa | acquired 1955,,,built by Arthur Hartman; the first aeroplane built and flown in Iowa; acquired 1955,False
8222,Nebraska,Harold Warp Pioneer Village,Heath Parasol,restored 1970 | acquired by the Foundation 1989,,,restored 1970; acquired by the Foundation 1989,False
8221,Nebraska,Harold Warp Pioneer Village,Piper PA-23 N1030P,a company aircraft personally flown by Harold Warp | carries Warp's Plastics livery,,,a company aircraft personally flown by Harold Warp; carries Warp's Plastics livery,False
8226,Nebraska,Harold Warp Pioneer Village,Pitcairn PAA-1,autogiro used for aerial advertising by Paramount Air Service of New Jersey | also reported as a PA-24,,,autogiro used for aerial advertising by Paramount Air Service of New Jersey; also reported as a PA-24,False
8224,Nebraska,Harold Warp Pioneer Village,Rand Robinson KR-2,homebuilt by Michael Fitzsimmons of Minden Nebraska,,,homebuilt by Michael Fitzsimmons of Minden Nebraska,False
8225,Nebraska,Harold Warp Pioneer Village,Sikorsky HNS-1 N75378,US Navy and Coast Guard serial 39034 | the R-4 variant flown by the Coast Guard in the Second World War | the first helicopter to fly in a rainstorm,,,US Navy and Coast Guard serial 39034; the R-4 variant flown by the Coast Guard in the Second World War; the first helicopter to fly in a rainstorm,False
8218,Nebraska,Harold Warp Pioneer Village,Stinson SM-8-A NC907W,c/n 4080 | flown to Minden in 1959 | Aerial Visuals lists the registration as NC903W,c/n 4080,,flown to Minden in 1959; Aerial Visuals lists the registration as NC903W,False
8216,Nebraska,Harold Warp Pioneer Village,Swallow Swallow NC5070,built in Wichita Kansas | OX-5 engine,,,built in Wichita Kansas; OX-5 engine,False
8219,Nebraska,Harold Warp Pioneer Village,Taylor J-2 N19250,acquired by Warp in 1969,,,acquired by Warp in 1969,False
8229,Nebraska,Harold Warp Pioneer Village,Wright Flyer,replica | built under the direction of H P Boen in Kobe Japan,,,replica; built under the direction of H P Boen in Kobe Japan,False
8230,Nebraska,Hastings Municipal Airport,McDonnell F-4-D 65-0735,c/n 1794 | later a GF-4D ground-instructional airframe | pedestal display,c/n 1794,,later a GF-4D ground-instructional airframe; pedestal display,False
8235,Nebraska,Heartland Museum of Military Vehicles,Bell AH-1-F 79-23234,indoors in the main museum building,,,indoors in the main museum building,False
8233,Nebraska,Heartland Museum of Military Vehicles,Bell UH-1-H 66-1168,indoors in the main museum building,,,indoors in the main museum building,False
8234,Nebraska,Heartland Museum of Military Vehicles,Bell UH-1-H 68-16329,outdoor display,,,outdoor display,False
8232,Nebraska,Heartland Museum of Military Vehicles,Bell UH-1-M 66-0513,indoors in the main museum building,,,indoors in the main museum building,False
8231,Nebraska,Heartland Museum of Military Vehicles,Bell UH-1-M 66-15211,c/n 1939 | recorded by Aerial Visuals as a QUH-1M | outdoor display,c/n 1939,,recorded by Aerial Visuals as a QUH-1M; outdoor display,False
8236,Nebraska,McCook Army Air Base Historical Society,North American F-86-H 53-1503,reported as an F-86H-10-NA,,,reported as an F-86H-10-NA,False
8237,Nebraska,Nebraska Air National Guard 155th ARW Air Park,North American F-86-D 53-0831,c/n 201-275 | one source lists this airframe as F-86L 52-3760,c/n 201-275,,one source lists this airframe as F-86L 52-3760,False
8241,Nebraska,Nebraska Vietnam Veterans Memorial,Bell UH-1-H 68-15532,arrived in Vietnam 10 May 1969 with the 3rd Brigade 1st Cavalry Division at Quan Loi | Snoopy Flight command-and-control aircraft | later the 229th Aviation Battalion | 3180 combat hours | last Vietnam mission August 1972 | recovered from Burlington Vermont and restored by Iowa Western Community College students | memorial dedicated 6 June 2024,,,arrived in Vietnam 10 May 1969 with the 3rd Brigade 1st Cavalry Division at Quan Loi; Snoopy Flight command-and-control aircraft; later the 229th Aviation Battalion; 3180 combat hours; last Vietnam mission August 1972; recovered from Burlington Vermont and restored by Iowa Western Community College students; memorial dedicated 6 June 2024,False
8293,Nebraska,Seward Municipal Airport,Bell UH-1-H 68-16475,c/n 11134 | associated with the Nebraska National Guard | about 1.5 miles from the Nebraska National Guard Museum in town,c/n 11134,,associated with the Nebraska National Guard; about 1.5 miles from the Nebraska National Guard Museum in town,False
8243,Nebraska,Strategic Air Command & Aerospace Museum,Avro Vulcan-B.2 XM573,RAF serial XM573 | the 101st Vulcan built | delivered to RAF Strike Command March 1963 | one of three Vulcans on display in the United States | Durham Restoration Gallery Hangar B,,,RAF serial XM573; the 101st Vulcan built; delivered to RAF Strike Command March 1963; one of three Vulcans on display in the United States; Durham Restoration Gallery Hangar B,False
8285,Nebraska,Strategic Air Command & Aerospace Museum,Boeing AGM-86-B,air-launched cruise missile | listed on Wikipedia from the museum's older missile pages but not on the current exhibit index | presence in 2026 unconfirmed,,,air-launched cruise missile; listed on Wikipedia from the museum's older missile pages but not on the current exhibit index; presence in 2026 unconfirmed,False
8244,Nebraska,Strategic Air Command & Aerospace Museum,Boeing B-17-G 44-83559,built by Douglas at Long Beach | accepted by the USAAF 5 April 1945 | the airframe is a DB-17P drone-director conversion displayed as a B-17G | 96th Bomb Group markings | at the museum since May 1959,,,built by Douglas at Long Beach; accepted by the USAAF 5 April 1945; the airframe is a DB-17P drone-director conversion displayed as a B-17G; 96th Bomb Group markings; at the museum since May 1959,False
8246,Nebraska,Strategic Air Command & Aerospace Museum,Boeing B-47-E 52-1412,Douglas-built | delivered May 1955 | transferred to the museum 1964,Douglas-built,,delivered May 1955; transferred to the museum 1964,False
8247,Nebraska,Strategic Air Command & Aerospace Museum,Boeing B-52-B 52-8711,built as an RB-52B | the first operational B-52 assigned to Strategic Air Command | delivered June 1955,,,built as an RB-52B; the first operational B-52 assigned to Strategic Air Command; delivered June 1955,False
8249,Nebraska,Strategic Air Command & Aerospace Museum,Boeing EC-135-C 63-8049,SAC airborne command post | accepted by the USAF 24 October 1964 | last flown July 1990 | transferred 1993 | displayed outdoors | a volunteer restoration and permanent exhibit have been announced,,,SAC airborne command post; accepted by the USAF 24 October 1964; last flown July 1990; transferred 1993; displayed outdoors; a volunteer restoration and permanent exhibit have been announced,False
8248,Nebraska,Strategic Air Command & Aerospace Museum,Boeing KC-97-G 53-0198,delivered April 1955 | transferred to the museum 1964,,,delivered April 1955; transferred to the museum 1964,False
8245,Nebraska,Strategic Air Command & Aerospace Museum,Boeing TB-29 44-84076,Bell-built B-29 converted to a TB-29 trainer | last flown July 1959,,,Bell-built B-29 converted to a TB-29 trainer; last flown July 1959,False
8287,Nebraska,Strategic Air Command & Aerospace Museum,Chance Vought SLV-1,four-stage solid-fuel satellite launch vehicle | associated with the SAC Emergency Rocket Communications System,,,four-stage solid-fuel satellite launch vehicle; associated with the SAC Emergency Rocket Communications System,False
8250,Nebraska,Strategic Air Command & Aerospace Museum,Convair B-36-J 52-2217,a complete aircraft not a nose section | B-36J-III block | built by the Fort Worth Division | delivered to SAC 22 December 1953 | the museum renders the serial as 52-2217A,,,a complete aircraft not a nose section; B-36J-III block; built by the Fort Worth Division; delivered to SAC 22 December 1953; the museum renders the serial as 52-2217A,False
8251,Nebraska,Strategic Air Command & Aerospace Museum,Convair B-58-A 61-2059,taken on strength 16 February 1962 | 305th Bombardment Wing | earlier named Can Do | flew Tokyo to London nonstop 16 October 1963 | moved to Ashland May 1998,,,taken on strength 16 February 1962; 305th Bombardment Wing; earlier named Can Do; flew Tokyo to London nonstop 16 October 1963; moved to Ashland May 1998,False
8252,Nebraska,Strategic Air Command & Aerospace Museum,Convair F-102-A 54-1405,delivered August 1956 | transferred to the museum 1970,,,delivered August 1956; transferred to the museum 1970,False
8280,Nebraska,Strategic Air Command & Aerospace Museum,Convair SM-65-D,one-and-a-half stage liquid-fuelled ICBM | the first operational Atlas model,,,one-and-a-half stage liquid-fuelled ICBM; the first operational Atlas model,False
8253,Nebraska,Strategic Air Command & Aerospace Museum,Convair T-29-A 50-0190,navigator trainer | delivered July 1951 | flown to the museum 1973 | Durham Restoration Gallery Hangar B,,,navigator trainer; delivered July 1951; flown to the museum 1973; Durham Restoration Gallery Hangar B,False
8254,Nebraska,Strategic Air Command & Aerospace Museum,Douglas A-26-B 44-34665,the museum designates it A-26B(VB) | removed from inventory and delivered 24 November 1969,,,the museum designates it A-26B(VB); removed from inventory and delivered 24 November 1969,False
8255,Nebraska,Strategic Air Command & Aerospace Museum,Douglas C-47-A 43-48098,delivered July 1944 | transferred to the museum 1969,,,delivered July 1944; transferred to the museum 1969,False
8256,Nebraska,Strategic Air Command & Aerospace Museum,Douglas C-54-D 42-72724,delivered July 1945 | completed SAC service 1970,,,delivered July 1945; completed SAC service 1970,False
8281,Nebraska,Strategic Air Command & Aerospace Museum,Douglas PGM-17-A,SM-75 | also designated SM-75 | intermediate-range ballistic missile deployed in Britain 1959 to 1963,SM-75,,also designated SM-75; intermediate-range ballistic missile deployed in Britain 1959 to 1963,False
8292,Nebraska,Strategic Air Command & Aerospace Museum,Dynetics HLS,full-scale test article not a flight vehicle | an Artemis lunar lander proposal not selected by NASA | walk-in visitor experience,,,full-scale test article not a flight vehicle; an Artemis lunar lander proposal not selected by NASA; walk-in visitor experience,False
8257,Nebraska,Strategic Air Command & Aerospace Museum,Fairchild C-119-G 51-8024,the museum and Wikipedia render the serial as 51-8024L | delivered January 1953 | transferred 1970,,,the museum and Wikipedia render the serial as 51-8024L; delivered January 1953; transferred 1970,False
8258,Nebraska,Strategic Air Command & Aerospace Museum,General Atomics MQ-1-C 07-0110,US Army unmanned ISR aircraft | the serial comes from Wikipedia only and is not confirmed on the museum exhibit page,,,US Army unmanned ISR aircraft; the serial comes from Wikipedia only and is not confirmed on the museum exhibit page,False
8286,Nebraska,Strategic Air Command & Aerospace Museum,General Dynamics AGM-129-A,stealthy turbofan-powered ACM | up to twelve carried per B-52 | in service 1990 to 2002,,,stealthy turbofan-powered ACM; up to twelve carried per B-52; in service 1990 to 2002,False
8259,Nebraska,Strategic Air Command & Aerospace Museum,General Dynamics FB-111-A 68-0267,the SAC strategic version of the F-111 | accepted 1970 | transferred to the museum 1991,,,the SAC strategic version of the F-111; accepted 1970; transferred to the museum 1991,False
8260,Nebraska,Strategic Air Command & Aerospace Museum,Grumman HU-16-B 51-0006,built as an SA-16A at Bethpage | delivered to the USAF 7 September 1951 | transferred 1970 | Durham Restoration Gallery Hangar B,,,built as an SA-16A at Bethpage; delivered to the USAF 7 September 1951; transferred 1970; Durham Restoration Gallery Hangar B,False
8261,Nebraska,Strategic Air Command & Aerospace Museum,Lockheed F-117-A 85-0831,first flight 20 October 1987 | USAF acceptance 27 November 1987 | the highest test time in the F-117 fleet at 2720.7 hours | flew with the Combined Test Force and 410th FLTS at Palmdale | arrived from Tonopah 24 May 2021 | rolled into Hangar A 25 August 2025 | the finish is an applied vinyl wrap not paint,,,first flight 20 October 1987; USAF acceptance 27 November 1987; the highest test time in the F-117 fleet at 2720.7 hours; flew with the Combined Test Force and 410th FLTS at Palmdale; arrived from Tonopah 24 May 2021; rolled into Hangar A 25 August 2025; the finish is an applied vinyl wrap not paint,False
112,Nebraska,Strategic Air Command & Aerospace Museum,Lockheed SR-71-A 61-7964,first flight 11 May 1966 | taken on strength about July 1966 with the 9th SRW at Beale AFB | last flight from RAF Mildenhall 18 January 1990 | ferried to Offutt AFB 20 March 1990 | moved to Ashland June 1997 | third-highest flight hours of the SR-71 fleet,,,first flight 11 May 1966; taken on strength about July 1966 with the 9th SRW at Beale AFB; last flight from RAF Mildenhall 18 January 1990; ferried to Offutt AFB 20 March 1990; moved to Ashland June 1997; third-highest flight hours of the SR-71 fleet,False
8262,Nebraska,Strategic Air Command & Aerospace Museum,Lockheed T-33-A 58-0548,delivered December 1958 | transferred 1972,,,delivered December 1958; transferred 1972,False
8263,Nebraska,Strategic Air Command & Aerospace Museum,Lockheed U-2-C 56-6701,converted from U-2A to U-2B to U-2C in 1968 | served with the CIA and USAF reconnaissance wings | nicknamed during the USAF thunderstorm research programme | transferred to the museum 1982,,,converted from U-2A to U-2B to U-2C in 1968; served with the CIA and USAF reconnaissance wings; nicknamed during the USAF thunderstorm research programme; transferred to the museum 1982,False
8264,Nebraska,Strategic Air Command & Aerospace Museum,Martin B-57-E 55-4244,the museum labels it Intruder which is a misnomer for the Canberra | delivered September 1956 | transferred 1969,,,the museum labels it Intruder which is a misnomer for the Canberra; delivered September 1956; transferred 1969,False
8267,Nebraska,Strategic Air Command & Aerospace Museum,McDonnell Douglas RF-4-C 65-0903,MSN 1556 | taken on strength 15 August 1966 | combat service with the 12th TRS at Tan Son Nhut in 1968 | later Nebraska ANG 173rd TRS at Lincoln | moved to Ashland February 2007 | restored and displayed November 2008,MSN 1556,,taken on strength 15 August 1966; combat service with the 12th TRS at Tan Son Nhut in 1968; later Nebraska ANG 173rd TRS at Lincoln; moved to Ashland February 2007; restored and displayed November 2008,False
8266,Nebraska,Strategic Air Command & Aerospace Museum,McDonnell F-101-B 59-0462,all-weather interceptor | accepted November 1960 | transferred to the museum 1969,,,all-weather interceptor; accepted November 1960; transferred to the museum 1969,False
8284,Nebraska,Strategic Air Command & Aerospace Museum,McDonnell GAM-72,air-launched radar decoy later redesignated ADM-20 | carried by SAC B-52s,,,air-launched radar decoy later redesignated ADM-20; carried by SAC B-52s,False
8265,Nebraska,Strategic Air Command & Aerospace Museum,McDonnell XF-85 46-0524,parasite escort fighter prototype | first flown August 1948 | one of only two built and the one with the most flight time | its sister aircraft is at the National Museum of the USAF,,,parasite escort fighter prototype; first flown August 1948; one of only two built and the one with the most flight time; its sister aircraft is at the National Museum of the USAF,False
8268,Nebraska,Strategic Air Command & Aerospace Museum,Mikoyan-Gurevich MiG-21-F-13 60-2105,construction number 742105 | ex-Indonesian Air Force | flown by the 4477th Test and Evaluation Squadron at Tonopah under Constant Peg | the serial is a US-assigned number | delivered 1990 | painted in North Vietnamese markings,,,construction number 742105; ex-Indonesian Air Force; flown by the 4477th Test and Evaluation Squadron at Tonopah under Constant Peg; the serial is a US-assigned number; delivered 1990; painted in North Vietnamese markings,False
8269,Nebraska,Strategic Air Command & Aerospace Museum,Mikoyan-Gurevich MiG-23-ML 20+15,source conflict on identity | the Wikipedia survivor list gives German Air Force 20+15 while the museum gives construction number 0390324630 marked Red 338 in East German service | probably the same ex-NVA airframe | outdoors on the apron,,,source conflict on identity; the Wikipedia survivor list gives German Air Force 20+15 while the museum gives construction number 0390324630 marked Red 338 in East German service; probably the same ex-NVA airframe; outdoors on the apron,False
8290,Nebraska,Strategic Air Command & Aerospace Museum,NASA X-38,Crew Return Vehicle technology demonstrator | vehicle number not established | listed on Wikipedia but not on the current museum exhibit index,,,Crew Return Vehicle technology demonstrator; vehicle number not established; listed on Wikipedia but not on the current museum exhibit index,False
8289,Nebraska,Strategic Air Command & Aerospace Museum,North American Apollo CSM,boilerplate test article not a flight spacecraft | listed on Wikipedia but not on the current museum exhibit index,,,boilerplate test article not a flight spacecraft; listed on Wikipedia but not on the current museum exhibit index,False
8288,Nebraska,Strategic Air Command & Aerospace Museum,North American Apollo CSM-Block I CSM-009,flown on the uncrewed AS-201 mission in February 1966 | command module only | no current museum exhibit page so presence in 2026 unconfirmed,,,flown on the uncrewed AS-201 mission in February 1966; command module only; no current museum exhibit page so presence in 2026 unconfirmed,False
8270,Nebraska,Strategic Air Command & Aerospace Museum,North American B-25-N 44-30363,the museum designates it B-25N(JTB) and Wikipedia lists it as a JTB-25N | transferred to the museum 1959,,,the museum designates it B-25N(JTB) and Wikipedia lists it as a JTB-25N; transferred to the museum 1959,False
8272,Nebraska,Strategic Air Command & Aerospace Museum,North American F-86-H 53-1375,fighter-bomber variant | accepted April 1955 | transferred to the museum 1970,,,fighter-bomber variant; accepted April 1955; transferred to the museum 1970,False
8283,Nebraska,Strategic Air Command & Aerospace Museum,North American GAM-77,later redesignated AGM-28 | carried in pairs on B-52 wing pylons | operational with SAC 1961 to 1976,,,later redesignated AGM-28; carried in pairs on B-52 wing pylons; operational with SAC 1961 to 1976,False
8273,Nebraska,Strategic Air Command & Aerospace Museum,North American RB-45-C 48-0017,the museum designates it B-45C(NRB) | the last RB-45 in USAF service | transferred 1971 | the only surviving RB-45C,,,the museum designates it B-45C(NRB); the last RB-45 in USAF service; transferred 1971; the only surviving RB-45C,False
8274,Nebraska,Strategic Air Command & Aerospace Museum,North American T-39-A 62-4487,utility aircraft and combat-readiness trainer | delivered August 1963 | transferred to the museum 1985,,,utility aircraft and combat-readiness trainer; delivered August 1963; transferred to the museum 1985,False
8271,Nebraska,Strategic Air Command & Aerospace Museum,North American TB-25-N 44-28738,N3441G | ex-civil N3441G | fuselage only | construction number 108-32013 | built as a B-25J-15-NC at Kansas City | converted TB-25J then AT-24D then TB-25N | not on the museum public exhibit list,N3441G,,ex-civil N3441G; fuselage only; construction number 108-32013; built as a B-25J-15-NC at Kansas City; converted TB-25J then AT-24D then TB-25N; not on the museum public exhibit list,False
8282,Nebraska,Strategic Air Command & Aerospace Museum,Northrop SM-62,turbojet-powered intercontinental cruise missile | rocket-boosted from a mobile launcher,,,turbojet-powered intercontinental cruise missile; rocket-boosted from a mobile launcher,False
8275,Nebraska,Strategic Air Command & Aerospace Museum,Piasecki CH-21-B 52-8676,built by Piasecki Vertol | the museum designates it H-21B(CH) | accepted by the USAF 13 June 1955 | transferred 1970,,,built by Piasecki Vertol; the museum designates it H-21B(CH); accepted by the USAF 13 June 1955; transferred 1970,False
